9808:361,402,3223,4068,9691,13449,37189,26411,6632,22906
9824:66069,1744,774,970,1827,2696,2714,2403,3207,1524
9831:9417,1147,3211,1740,14226,4940,19962,12118,21162,18895
9837:138,449,521,380,1622,4048,5581,2163,1510,2700
9839:7031,7736,51645,18872,40496,63621,59899,32,1109,209
9879:10290,1945,94368,98624,100286,76686,50041,15584,19557,118165
9891:1762,2570,5421,19529,41190,14136,26834,10996,20631,74027
9896:1827,9490,7817,33639,8871,9217,25783,6423,20167,9159
9899:48249,19419,26128,59844,13708,73122,103592,109412,239,546
9911:30993,17015,14485,23378,11951,8671,52939,73909,76085,105901
9926:84,861,239,45,1239,3,1578,591,1762,690
9929:32,239,1109,96,3,726,2868,395,1567,837
9984:12550,46837,96683,74617,36592,34007,42912,46921,49783,69454
10040:11834,3167,7235,34397,13848,46771,4119,28755,77946,29783
10050:2447,3829,24211,4126,4941,8209,3180,11641,16155,15395
10073:1140,194,1277,10012,2062,7578,10040,23867,12015,11789
10082:508,94,3250,1065,1881,165,13838,3093,5689,10792
10110:239,3,726,2868,395,1567,837,2361,4802,5025
10111:6708,4942,11526,8673,5651,22081,15553,3147,9537,55545
10115:15606,9786,25478,78592,116590,115268,112471,91717,88489,87749
10117:88081,211,2083,42701,5715,39584,50467,39134,9387,39152
10130:901,1126,179,3841,4187,834,7006,3527,2085,12872
10132:2200,2429,1152,1521,3274,14590,20807,14551,37739,22281
10140:26316,12484,27583,302,29,749,1476,495,692,4025
10196:239,1344,3,726,4919,3730,2868,395,1009,1567
10200:970,3506,2403,1524,10046,9490,7817,33639,8871,9217
10210:1551,3789,176,1449,6455,1066,3309,10695,3407,1074
10233:18156,37324,65269,52756,58282,64260,20207,89230,31224,55325
10235:3282,3060,6320,33265,97866,16009,75100,83921,84220,12215
10267:449,521,380,1622,4048,5581,2163,1510,2700,3886
10359:302,285,239,3234,749,1476,3,495,726,692
10364:3472,21366,32721,23467,3537,14345,36715,32598,10723,27976
10366:58,1804,4174,73,530,2469,1313,4669,13458,10247
10371:74038,38891,65060,79096,54551,12216,50457,53016,43527,40198
10408:14793,6754,33763,35218,3370,18269,45954,12743,108622,81363
10420:1790,1551,1435,3789,176,8011,1449,6455,1066,3309
10439:84,29,289,101,861,554,239,3234,749,1804
10445:873,431,2583,481,7048,571,1339,4107,21380,9581
10454:1471,8150,1885,14554,31015,7721,9699,19039,64719,2701
10480:58,101,861,554,1804,591,4174,73,530,1424
10488:239,1499,3,726,2868,395,22,1567,837,1044
10523:1790,1551,3789,176,8011,1449,6455,1066,1885,3309
10543:4856,21433,2646,18850,47257,20173,22970,16269,52955,61025
10580:1091,11861,17567,41,20312,5522,5484,107,45956,15598
10655:1499,22,1044,2430,2976,5638,657,9890,9482,13468
10691:483,4181,2172,490,5542,4374,1413,1021,3805,3839
10693:289,101,861,554,1804,591,4174,73,530,1424
10698:65704,861,162,1023,901,1140,1126,591,179,194
10770:21091,20043,32294,700,44730,13724,22905,32998,95051,54860
10801:3146,11325,2286,18409,25693,3573,103715,12383,20238,69427
10820:10021,26326,38085,48277,45368,48286,36039,28525,52547,64104
10844:1888,4740,18375,39801,32344,45231,12691,29816,2506,86819
10854:3492,107981,17908,25184,38499,13566,23368,54897,32321,16743
10871:6418,20535,30386,51272,56573,57980,59130,59264,63696,66896
10892:6759,1168,11719,17164,17290,61631,63845,68217,122571,116891
10908:518,899,873,1119,931,48,1187,999,407,2583
10955:1119,48,1187,4268,1050,496,472,1359,594,1598
10991:89977,115140,873,431,2583,481,7048,571,1339,4107
11034:861,1424,15583,11459,153,917,2158,16595,20440,29
11047:1359,6243,9846,29891,8404,3652,15212,7066,19420,57070
11110:2139,1164,2008,9524,21696,4727,1377,4770,77946,34500
11132:189,6315,22365,7630,9524,9472,12115,19697,35625,30820
11149:1762,2570,5421,19529,41190,26834,14136,10996,20631,74027
11193:58225,49767,20998,55405,15393,85687,17021,87613,20893,24881
11222:34240,42389,6261,96442,104035,38910,80166,37439,75011,1183
11228:1410,1205,827,3977,497,5676,42713,29458,23959,27853
11264:29,749,1476,495,692,4025,16288,14617,915,5961
11273:29,239,3234,999,749,1499,1476,3,495,726
11287:1102,239,931,431,3,1762,726,2583,2868,395
11332:9752,31188,33019,74854,55777,65242,85124,98337,100792,103220
11363:6916,5812,7305,62168,87110,546,449,2292,521,5857
11378:61,1009,4171,2597,3847,1776,5598,1905,1708,2239
11394:1820,16191,9876,42887,8919,99047,58829,13239,82340,81765
11428:4542,54,3855,2166,6485,7505,23555,34752,10127,29978
11439:43103,113022,79410,75500,110335,118254,98753,44655,10522,8243
11507:361,2064,4068,5022,5729,10295,12223,10749,93,4123
11538:36105,29,486,3234,749,1476,495,692,3730,2626
11552:239,3,726,2868,395,1567,837,2361,5025,5702
11554:7874,10687,453,10105,11179,51255,2509,8583,26531,2305
11558:3184,6094,1346,2861,34593,7764,5521,15261,81421,106250
11584:289,101,1804,813,1822,4174,73,493,530,2469
11603:17,239,3,2868,395,1567,837,44,2361,5025
11651:1318,8986,7545,21205,8394,126,6012,2837,31996,43338
11657:76822,952,36412,67309,21071,55859,2517,24804,103112,100375
11660:3234,749,1476,495,692,4025,16288,14617,915,5961
11676:1453,2301,9548,30033,2616,6692,22421,31059,42780,29299
11685:354,483,1499,4181,2172,331,490,1044,4374,3929
11738:1102,1762,2570,5421,19529,41190,14136,10996,26834,74027
11788:3348,5550,7153,10617,51733,38984,55213,86974,28788,42410
11825:1218,13178,6263,72508,39703,29626,52329,17038,21659,65021
11835:29,3234,749,1476,495,692,3730,1444,5553,4025
11838:873,931,431,2583,7048,571,1339,4107,21380,1288
11839:23676,77465,12988,49696,52411,72022,84183,85617,94970,105761
11856:28464,5935,16685,18639,20462,13157,42159,77045,41568,32030
11884:6824,65014,21849,86974,17734,49172,63807,80815,90885,93366
11885:16036,4696,14955,4715,11928,2738,3688,15724,13020,24838
11892:268,5398,11762,4425,5605,5633,1149,17124,11612,14227
11893:1023,1126,179,449,3841,4187,521,834,7006,3527
11896:1475,254,7194,1631,4932,1890,5022,3326,5729,10295
11922:17,289,101,554,239,1804,4174,726,2868,395
11928:899,48,1187,1239,496,472,66,594,7800,6599
11939:94,1382,3250,3288,1065,1881,165,3093,5689,10792
11956:554,1804,4174,73,530,2469,1313,4669,13458,10247
11962:3847,1351,2481,13151,24381,37509,42662,25270,63794,32210
11968:873,431,2583,481,7048,571,1339,4107,21380,1288
11972:4205,8191,7045,9152,15764,30981,23511,6481,88337,88756
11979:500,546,4068,5812,17403,6632,7305,13390,62168,75000
12027:3937,20405,17191,52749,12223,93,5160,8995,1726,42721
12047:2139,1164,2008,105,8150,14554,31015,21696,4727,1377
12067:51021,2528,4093,3095,5775,45287,17622,4110,10302,31739
12094:7235,22091,25202,34397,3927,13848,46771,13299,36670,28755
12170:12223,93,8995,1726,42721,60448,13739,74861,41761,12268
12232:3915,4966,8514,5827,6266,4485,5450,9368,1458,149
12296:4420,14370,6945,52673,899,1119,48,1187,496,472
12327:70591,42715,32,394,1109,294,1001,3429,6545,2185
12328:14370,6945,52673,899,1119,496,472,594,812,3046
12379:4697,4967,375,559,2115,9916,95,2246,9580,15487
12453:1119,496,472,594,812,3046,7506,326,15242,819
12464:1876,32755,13832,7067,18741,26344,19789,42785,69735,39802
12467:535,3514,1340,1875,13312,1902,11467,16036,4696,4797
12474:1603,29990,13488,2082,28522,48007,24046,38774,47806,76889
12512:3234,749,1476,495,692,4025,16288,14617,915,4563
12531:1212,3563,2064,14750,12253,8861,4756,5605,8197,5633
12536:508,94,1382,3250,3730,3288,5553,1881,3162,1145
12541:2139,901,1126,179,3841,4187,834,4880,7006,4017
12544:1109,96,209,855,3680,3546,5346,5414,8057,26156
12549:546,254,7194,4068,4932,17934,2638,6632,13390,75000
12552:5483,25652,351,16338,9404,24625,81976,104875,100508,518
12555:8899,5483,12412,25652,37827,351,9404,16338,24625,8774
12642:289,554,1804,4174,73,530,2469,1313,4669,13458
12660:14088,4181,2172,490,5542,4374,3929,1413,3805,1021
12663:29770,357,4919,888,1544,4499,730,2538,3292,12066
12669:34555,1462,2618,42,317,22308,5702,15540,46535,5987
12701:534,14035,27705,54038,43893,32205,63512,85561,999,563
12723:1875,16036,4696,14955,3086,4715,11928,2738,13031,3688
12739:2492,12039,129,29912,76480,86514,28790,88116,88968,93499
12766:28464,16685,5935,18639,20462,68278,13157,42159,13613,104404
12773:9397,53193,51399,29559,55267,26035,21240,114709,59656,873
12796:40263,784,5787,8218,16972,20524,1763,13409,54446,26210
12836:1960,3736,14700,11208,3798,9929,3795,7011,11888,8056
12841:12099,4002,47396,65423,8455,58745,21482,45609,2052,36151
12885:14750,8861,4756,8197,5080,4075,1912,7795,28505,9230
12892:1109,96,855,4173,3680,543,2876,3546,5346,5414
12928:496,472,594,812,3046,7506,326,15242,819,9717
12985:3001,4985,78185,83766,10736,29591,36451,40788,41002,68301
12986:12223,6444,93,15657,8122,8995,7426,9075,15100,37674
12991:7984,5009,9287,7530,41245,55812,46860,56035,65037,36958
13004:10074,23563,62776,36407,6045,34521,41314,42179,48323,46717
13039:2633,81595,54977,90599,94651,40810,101089,37819,103538,342
13087:98698,6039,26886,8113,10762,12544,28163,71332,69693,36298
13094:2447,3829,24211,4126,4941,8209,3180,11641,16155,15395
13106:1701,28641,35355,33504,69909,59651,55002,52930,75252,76170
13109:138,873,931,431,2583,754,521,481,380,1622
13110:5117,4487,4793,10048,13917,24568,3482,12174,29999,8574
13116:56623,27565,89315,25180,36271,41473,60809,61053,81523,87017
13153:2653,32,1109,209,855,3680,543,3546,5346,5414
13179:12223,93,8995,1726,42721,60448,13739,21259,3382,12268
13233:294,1001,2185,1930,6353,1217,2151,5239,9215,8665
13264:58,101,554,239,999,1804,3,4174,726,2868
13285:1218,13178,6263,72508,28138,39703,29626,52329,65021,26237
13289:27213,74038,65060,38891,79096,12216,25930,33237,56414,54551
13312:58,354,289,101,554,749,1499,1804,1476,495
13325:3450,22754,95435,57050,119377,110532,98874,85583,78637,75398
13335:654,866,861,356,591,1475,3730,254,3017,86
13339:104494,50306,37869,54142,69606,16016,7021,1495,17567,4949
13353:508,94,1382,356,3250,86,1065,2097,1881,5514
13367:1790,1551,1435,3789,176,8011,1449,6455,1066,3309
13436:4640,6379,46994,14600,19433,25716,36336,27060,34553,56968
13445:861,591,449,521,1424,380,15583,1622,11459,4048
13467:19052,2447,3829,24211,4126,4941,8209,3180,11641,13388
13469:3234,749,1476,495,692,4025,16288,14617,915,5961
13526:1937,39654,31890,76752,14439,17928,27171,44704,21421,24125
13530:1937,38736,28926,76752,28953,38994,74046,90231,96720,104445
13533:101,554,1804,813,1822,4174,73,530,2469,1313
13535:27070,10232,15772,10230,10997,11714,11592,14900,42506,24752
13568:26054,4697,4967,375,559,2115,4907,9916,95,9580
13596:1790,4542,1551,3855,54,3789,2166,176,106,8011
13607:2618,1832,42,317,22308,46535,956,12941,9955,13963
13613:289,101,554,1804,4174,73,530,2469,1313,4669
13632:696,7703,9652,21916,6726,8004,14820,46191,43649,24961
13634:239,4268,3,726,254,2868,395,1567,837,1168
13657:18027,1023,901,1348,1126,179,3841,4187,834,7006
13666:1790,1475,1551,624,3789,176,8011,1449,1631,15182
13696:2379,1218,28464,13178,5935,16685,18639,20462,72508,6263
13700:1102,873,1119,239,48,1187,431,496,3,449
13710:1986,17727,6162,40848,78389,44383,22680,34747,39196,100540
13761:1402,7707,3941,1037,7103,27724,7173,8892,40005,20664
13782:311,7622,12861,8759,1547,19378,21479,14528,10722,31045
13841:12223,93,8995,1726,42721,60448,13739,74861,41761,12268
13883:58,101,554,239,1804,3,726,2868,395,73
13884:901,1126,179,3841,4187,834,7006,2085,12872,9567
13892:3946,95077,10521,119788,65623,1677,13126,10648,7031,7736
13900:1762,106,2570,974,5421,9045,14152,21389,19529,41190
13912:2634,617,26847,30972,5890,9613,9173,17794,23396,7887
13995:3282,27335,15078,20245,75100,71248,97866,54427,47278,33265
14024:28615,1410,827,3977,3618,4991,497,3360,26981,5676
14058:3730,5553,3162,3028,2734,20330,11053,9003,4541,1896
14065:5812,17403,33223,10543,13133,7305,67764,23279,62168,40768
14068:970,3506,1827,2696,2714,2403,3207,1524,10046,9490
14069:3234,749,1476,495,692,4025,16288,14617,915,5961
14084:2060,2467,2456,9331,22273,74880,12151,56878,108260,49777
14088:14259,8985,23556,21314,607,16421,28924,19731,15885,41261
14112:861,591,3730,5553,1424,3162,15583,11459,3028,153
14120:4541,34508,1725,84456,52058,21790,40364,60414,35121,1221
14142:16450,3145,11468,58005,20556,32548,7862,20062,4310,21741
14210:356,3017,5514,4497,5929,5925,11406,16210,12408,6096
14247:36785,20763,48983,112496,33672,952,36412,21071,55859,24804
14299:84,813,1822,1762,578,2428,7059,2570,5421,147
14321:22283,43705,3764,22579,63273,32909,42527,49601,52177,81921
14336:6708,4942,11526,8673,5651,22081,15553,3147,55545,9537
14371:4420,14370,6945,52673,899,48,2200,1187,496,1287
14397:15430,302,58,289,554,3234,749,1804,1476,495
14436:449,521,380,1622,4048,5581,2163,1510,2700,3886
14445:3141,10256,1605,1611,26219,13958,3353,47793,42791,82329
14446:14750,12253,8861,4756,8197,1318,8986,5080,1912,4075
14470:59199,58,554,1804,4174,73,530,2469,1313,4669
14473:760,877,1124,7180,10020,20718,7727,29987,27784,48465
14509:873,239,431,3,726,2583,2868,395,1567,837
14522:10071,471,10622,40269,10639,2157,40537,8926,30690,72928
14576:32,1109,1164,888,4880,209,4328,201,4499,2008
14582:861,1424,15583,11459,153,917,2158,16595,20440,289
14590:483,4414,4181,2172,490,4374,3929,1413,3805,1021
14619:77650,1730,5097,3568,890,4743,18425,59544,47987,53761
14652:486,239,3,726,2868,395,1567,837,2168,2361
14676:3638,10349,3062,13717,2890,21578,53873,12803,5657,35651
14681:1176,14966,20836,7627,88492,28227,29543,23523,87631,35657
14695:1985,71485,16517,69005,109236,508,94,1382,2200,3250
14697:42353,27209,24118,4158,9656,47346,82402,5595,25466,17498
14712:8066,13312,11467,2100,8483,3955,9239,6411,19960,2077
14717:1200,2366,7228,3014,835,22597,1782,6862,12861,15534
14719:239,3,726,3730,2868,395,4967,1567,837,375
14771:3972,44020,30167,24053,5116,64999,18231,56694,52303,107464
14776:354,22,678,1044,278,2430,3256,2976,829,3204
14788:861,591,1424,15583,11459,153,2158,16595,20440,289
14791:20594,48340,61641,2103,16381,27361,7351,12657,1560,47350
14794:14761,7623,15676,6977,1678,18777,29732,18448,14906,58
14822:8115,1033,8205,23746,8808,59839,38465,32708,14317,26278
14862:14259,13512,8985,23556,33333,21314,16421,22280,46283,28924
14863:239,3,726,2868,395,1567,837,2361,5025,6284
14874:3730,5553,3162,3028,2734,11053,9003,1896,8962,3319
14906:77296,80690,6254,2301,22421,29299,77787,93829,104876,33943
14924:2717,1003,4856,21433,16047,15264,2545,43911,35354,25692
14933:10232,15772,10230,11592,42506,21739,37353,56839,42852,69432
14967:12223,93,8995,12670,42721,1726,11637,60448,13739,12268
14992:6304,20881,32166,16217,6677,24255,20227,12864,83806,121420
15002:7148,52792,58754,1347,27944,35378,46072,77433,31000,45225
15024:1206,7859,11725,6601,8225,14401,16519,31251,35993,44302
15027:6491,18239,6127,11671,5630,785,686,32616,21799,56488
15044:616,483,591,30,1362,4181,2172,490,5542,1424
15068:1023,901,1126,179,3841,4187,834,7006,3527,2085
15073:654,3730,5553,3162,3028,6849,11053,9003,1896,8962
15079:74517,28623,68587,38540,82109,72997,3837,13363,2111,24156
15104:23936,30128,59572,119458,117031,109892,102819,70271,693,7871
15113:4442,13928,18221,24318,14672,62926,20753,29383,42871,83730
15166:1913,1677,7031,7736,40263,27213,51645,11070,18872,25930
15177:873,239,931,1499,813,3,30,726,1362,2583
15201:429,1937,1876,10142,4041,9708,32755,13832,7067,3760
15211:10232,15772,10230,11592,42506,21739,37353,42852,69432,102325
15224:15141,13206,13150,17921,9400,12676,2659,88915,78142,94203
15253:508,94,1089,3250,1287,3288,2429,3304,1065,1152
15278:32,96,209,855,3680,543,8095,2698,3546,5346
15280:3307,10640,215,3105,12023,8167,7917,12223,24981,7482
15289:1551,3789,176,8011,1449,5545,6455,1066,5184,3309
15302:5876,10290,32133,84036,48888,46611,4833,14936,4741,8131
15308:327,6793,27070,7160,26062,16049,24752,63563,1807,12761
15333:591,1424,15583,11459,333,153,917,2158,33475,16595
15340:749,1476,495,692,4025,16288,14617,915,5961,4563
15357:79923,43403,51191,97437,61936,41304,36540,36482,4603,29540
15366:17,3,1567,2361,5025,6284,9480,14758,12632,14330
15375:4996,704,4017,2064,3517,6247,6457,5871,1038,12759
15378:42530,109307,254,7194,4932,2982,10474,1218,10446,18827
15394:33051,285,780,54,3855,2166,381,6485,217,5991
15420:7806,12223,8411,93,11506,19369,15334,8995,36526,5859
15434:42353,9656,3481,37647,20008,14505,31760,33620,6219,23050
15442:7585,6254,4740,1498,613,2301,14557,39801,28926,22421
15469:3378,186,22713,7649,64973,45641,5308,39856,35970,46867
15476:39539,6883,5628,33916,54998,61663,50945,19024,17355,711
15477:1089,294,3017,86,1001,3429,2185,1930,5514,3163
15503:899,496,472,594,812,3046,7506,326,15242,819
15551:1102,239,3,1762,726,1913,2868,395,1567,837
15567:3730,5553,3162,3028,2734,11053,9003,1896,8962,3319
15587:6678,11270,16861,2379,28464,5935,16685,18639,6223,20462
15599:6836,381,217,28402,42137,357,4919,1544,6732,6640
15608:873,431,2583,481,7048,571,1339,4107,21380,1288
15609:861,591,690,66,1424,15583,11459,7800,6599,153
15621:1302,4190,6244,2012,39597,26984,987,22887,14566,10943
15625:354,22,1044,278,2430,2976,3915,829,3864,5638
15648:4671,8759,1547,19378,21479,18602,27593,28122,11737,10883
15654:7716,6754,251,33763,3370,35218,30681,6623,45954,76213
15690:28248,9413,11670,44797,8019,33619,49512,50478,9212,15509
15715:508,94,1382,3250,3288,1065,1881,165,13838,3093
15737:28446,12722,12022,1218,641,13178,24803,5742,6263,72508
15752:354,1102,301,32,394,239,931,96,4268,431
15773:654,5553,3162,2669,3028,2734,11053,9003,6190,1896
15782:5176,53,8595,10486,27487,60889,21469,49124,16524,25192
15794:12248,21794,4567,90235,18438,67983,90597,121259,121032,119678
15809:6708,4942,11526,8673,5651,22081,15553,3147,9537,55545
15860:11834,7426,15100,15565,28400,45574,62566,84089,6695,96400
15882:394,294,357,4919,1555,1001,2185,1930,1544,6353
15935:4299,8058,26311,14944,25523,15527,18384,52271,33701,28922
15940:120,32200,30413,4787,26124,62398,15351,96186,73806,57189
15950:56465,71881,37436,56830,81041,82247,42514,36282,34747,30718
15977:891,30,1362,4542,54,3855,2166,105,6485,8150
15999:1549,1578,16695,12011,48929,19209,9076,17238,27802,88570
16088:45,4173,22726,1676,3943,10960,54908,37032,36454,44895
16097:9557,7202,8927,30526,10979,76007,25351,57791,12848,38583
16099:5538,25178,36907,70759,97114,22715,23287,53698,74060,101795
16112:29,861,3234,749,1476,495,591,692,1424,4025
16113:289,101,554,1804,4174,73,530,2469,1313,4669
16132:12223,93,8995,42721,1726,60448,13739,12268,41761,74861
16151:8745,14521,22047,27393,68818,39346,6969,26873,57642,16654
16167:34587,47872,57259,75480,32593,92557,30338,58626,75050,75626
16217:2153,760,877,1124,2888,7180,10020,7426,3927,15100
16231:7426,15100,15565,28400,45574,62566,84089,6695,96400,102594
16234:3211,1740,14226,19962,12118,9295,21162,18895,15537,26444
16287:6247,1038,12759,30143,50497,6324,28198,12652,16837,23669
16292:67305,119941,84239,44422,18033,2379,28464,5935,16685,18639
16301:402,9691,13449,28360,24117,26039,16805,37431,55574,70656
16302:1606,12776,263,12749,18360,8587,3766,32620,6105,7333
16305:302,3234,749,1476,495,510,692,4025,16288,14617
16309:58,289,101,861,554,1804,591,294,449,4174
16329:999,563,2076,1800,15507,33961,10226,30922,19805,17341
16335:289,101,861,554,1499,1804,591,4174,73,22
16338:1820,1173,16191,9876,8919,58829,99047,13239,81765,82340
16447:239,1499,3,726,254,4542,2868,395,22,535
16474:4349,3730,5553,3162,3028,2734,11053,9003,1896,8962
16493:2658,15510,2941,8134,10892,30654,31658,23045,92623,87639
16515:2379,6304,20881,32166,17071,16217,23317,6202,6677,17339
16524:22105,3246,22931,42397,21954,20602,29431,34724,46521,39528
16525:20836,7981,37600,29543,28227,56465,39162,8004,6726,2556
16552:21548,44634,72560,10986,66302,120945,2357,31603,48945,63798
16553:901,1126,4187,834,7006,3527,2085,12872,9567,2904
16568:1023,901,1126,179,3841,4187,834,7006,3527,2085
16628:486,402,888,4328,3632,4499,2538,3292,7827,12066
16643:32282,85433,49111,245,4487,4793,1003,24568,3482,29999
16666:15064,84927,36825,74385,39257,43753,55209,63242,65613,95078
16679:33979,7157,14576,65130,73470,79442,83851,92717,94070,112864
16710:23299,518,1405,1089,774,563,970,2076,3506,1827
16776:239,3,726,4542,2868,395,1567,837,54,3855
16796:64422,24439,72768,22603,28643,35615,5907,75450,70009,64521
16815:10722,31045,7658,11946,23367,4585,77110,50042,62433,742
16839:29,32,1109,3234,749,1476,495,692,3730,5553
16878:931,431,2583,481,7048,571,1339,4107,21380,1288
16890:5753,346,1464,6036,25271,12629,6586,23604,26440,6420
16896:6916,5812,17403,28926,7305,62168,87110,27942,28953,49562
16929:67019,5398,8066,15337,1902,4425,11467,8483,2100,3955
16983:289,101,861,554,94,1382,1804,591,4174,3250
17007:1762,2570,5421,19529,41190,10996,14136,26834,8688,74027
17008:1287,2429,3304,1152,1521,3274,14590,20807,14551,37739
17034:2139,1164,4727,1377,34500,37192,2389,49241,112254,866
17053:3345,6988,3966,51128,21650,24408,91614,37600,8004,15538
17056:538,10305,16886,11358,7450,20855,66271,4871,83764,13279
17079:354,22,1044,278,2430,2976,829,5638,657,9890
17097:931,431,2583,481,7048,571,1339,4107,21380,1288
17099:861,1424,15583,11459,153,917,2158,16595,20440,12223
17116:3282,3060,6320,20245,75100,71248,97866,54427,47278,33265
17117:678,3256,3204,1796,2387,34629,28248,14713,26571,9413
17147:2609,22733,1986,18370,17727,40848,78389,44383,1250,22680
17158:45783,3145,11468,58005,32548,20556,7862,4310,20062,722
17164:7806,3105,11506,8574,41249,36526,5859,33595,21593,23492
17241:20872,21231,14978,98655,21694,48346,119318,58574,65046,116811
17243:7806,11506,36526,5859,23492,21593,13022,19935,13826,19224
17266:3730,5553,3162,2060,3028,2467,2734,2456,9331,11053
17267:138,1535,891,30,449,1362,521,2168,380,1622
17272:289,101,554,239,1804,3,4174,726,2868,395
17278:840,197,10232,15772,6754,10997,10230,14900,11592,24752
17363:58,508,289,554,1382,1804,4174,3250,690,66
17473:1960,1624,3736,14700,3798,9929,8056,30993,7317,1193
17474:31315,74038,3550,79096,65060,38891,56414,54551,33237,12216
17492:3234,749,1476,495,692,4025,16288,14617,915,5961
17513:6254,22421,29299,104876,93829,77787,108881,105579,33943,12223
17522:1790,1551,3789,176,1449,6455,1066,3309,10695,3407
17528:1239,1089,690,888,4328,1212,4499,730,7800,3563
17530:1600,12332,6418,14841,4575,29722,28935,3908,53108,404
17551:18360,8587,7333,6105,11355,3171,28212,41723,25733,46312
17562:2101,7739,572,24698,10427,9736,3434,20701,31665,46269
17592:3599,11899,25230,15255,35229,16208,18914,7275,25880,3055
17606:861,94,1382,2200,591,3250,4542,3288,2429,3304
17624:84,239,378,45,3,1762,726,2868,395,1567
17625:311,2021,4671,7622,4218,6880,13267,13341,3150,8759
17626:138,449,380,1622,4048,5581,2163,1510,2700,3886
17653:3450,22754,95435,57050,119377,110532,98874,85583,78637,75398
17671:167,5927,12442,1387,544,6801,14728,7558,4596,10356
17695:10142,14715,73435,15377,121011,18785,239,3,1790,726
17716:25956,34975,102013,51677,18716,53339,118722,112914,109260,108485
17749:30906,7194,4932,17934,81900,22134,112071,88980,122068,83675
17779:239,3,726,2868,395,1567,837,2361,5025,6284
17798:2479,18205,11754,28933,27166,55893,71329,48875,102412,114065
17810:3808,11942,39440,10688,49336,17501,57377,24181,31159,49007
17812:1119,358,1023,239,901,1109,48,1187,96,496
17813:7732,15340,24070,85828,2418,58028,64651,674,2097,3632
17869:16305,6244,2412,23294,3882,20226,987,48789,21487,14078
17921:6127,11671,5630,785,686,32616,21799,60905,56488,100762
17993:534,14035,27705,17123,43893,54038,32205,63512,85561,17
18030:1102,138,1499,449,1762,521,22,1044,380,4048
18042:69034,1023,901,1126,179,3841,4187,7006,3527,2085
18046:74104,22160,25034,32075,74553,76292,76900,93144,100947,107913
18070:4513,970,1827,2714,2696,2403,1875,1340,3207,1524
18101:13917,12174,15179,15460,5950,49896,58783,23489,70996,99903
18127:1784,12145,2893,8957,57192,56056,28926,8082,43150,44614
18133:21545,3369,45145,30375,36729,41325,10160,36511,57726,78094
18163:32639,17,1023,239,901,1126,3,179,892,2868
18165:1960,1624,1684,3736,14700,3798,9929,6472,7011,8056
18166:353,1951,16514,20711,29097,4934,28682,24738,24187,64940
18182:13277,82921,85600,85701,239,3,726,2868,395,1567
18187:244,24699,7507,41579,78771,63510,57136,32370,77657,60354
18200:1749,6916,6304,20881,32166,5812,17403,6677,8826,4588
18212:84,564,1102,1762,4697,4967,559,2115,4907,2570
18273:10071,12586,1760,2157,40537,641,27290,28926,5742,6433
18311:7585,4740,35088,18375,39801,45231,32344,12691,29816,86819
18337:289,101,554,1804,4174,73,530,2469,1313,4669
18417:861,591,15583,11459,153,917,2158,16595,20440,302
18545:6157,4018,8130,4900,21735,4226,12089,22594,20257,1596
18561:9914,18401,6186,1472,27456,5372,28194,1073,37089,24390
18639:449,521,380,1622,4048,5581,2163,1510,2700,3886
18657:408,32217,32009,58253,8813,25021,44936,1291,18160,74310
18663:6073,15615,17064,30954,21911,22790,21410,32559,68997,95579
18666:32,1109,209,855,3680,543,3546,5346,12223,5414
18709:138,449,962,521,1622,4048,5581,2163,1510,2700
18766:29,239,931,3234,431,749,1476,3,495,726
18827:31223,115925,115122,69471,14147,2634,617,26847,5890,30972
18852:18877,26312,14656,72128,71568,122004,116890,108395,100482,75951
18885:1790,1551,1435,3789,8011,1449,6455,1066,3309,10695
19001:5779,19264,24170,27245,59117,54371,30620,1940,16827,26202
19010:7407,370,52521,27108,13269,53142,17,3234,749,1476
19022:32521,28926,11772,13529,32209,31553,21132,96720,28953,42290
19032:10173,77721,14479,53316,2719,54440,75486,122207,364,931
19049:774,970,3506,1524,10046,9490,7817,33639,8871,9217
19095:1239,690,66,7800,6599,4685,13704,4592,4627,8100
19097:5363,26519,48061,26036,48307,51936,6198,49342,52969,58169
19144:9592,12377,50671,63517,33198,10432,62768,84179,66410,41266
19163:19697,35625,10687,3328,32031,38204,43526,4060,4459,24985
19176:11785,28980,51760,48249,19419,26128,47551,54831,59844,114838
19178:33572,74038,65060,38891,79096,12216,33237,56414,54551,50457
19240:4544,17110,60791,26742,21689,69503,16979,1666,13672,24071
19241:239,3,726,2868,395,1567,837,2361,5025,5753
19243:4328,4499,730,2538,3292,12066,5413,1162,3146,12634
19259:44253,76009,15816,16178,23200,84294,78321,121206,117821,113052
19276:596,5991,3638,10349,3062,13717,2890,21578,12803,53873
19277:10232,10997,10230,11592,24752,42506,63563,1807,12761,21739
19307:5097,53761,9397,29671,56465,53193,40564,51399,21240,26035
19308:84,239,546,3,1762,726,254,2868,395,1567
19309:1187,496,472,594,812,3046,7506,326,15242,819
19320:5117,4487,4793,27070,24568,2307,8586,7160,3482,10687
19355:6444,15657,8122,9075,37674,27991,31812,33162,32223,17989
19400:861,239,3,591,726,2868,395,1567,837,1424
19422:57761,95765,4590,67302,12223,93,25727,8995,42721,1726
19446:94,1382,3250,3288,1065,1881,165,13838,3093,5689
19447:2342,12811,28362,17424,9745,11826,1261,20455,1202,7007
19452:302,138,356,3234,749,1499,1476,495,2937,692
